,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
9976,Sunshine West,23 Glengala Rd,3,h,547500,S,Douglas,18/06/2016,13.5,3020,3,1,2,603,131,1950,Brimbank,-37.7891,144.823,Western Metropolitan,6763
9981,Sunshine West,1 Emslie St,3,h,555000,S,Barry,22/08/2016,13.5,3020,3,1,1,836,106,1975,Brimbank,-37.8003,144.8097,Western Metropolitan,6763
9983,Sunshine West,7 Salvatore Ct,3,h,600000,PI,Bells,22/08/2016,13.5,3020,3,2,2,579,156,1999,Brimbank,-37.7968,144.7991,Western Metropolitan,6763
9984,Sunshine West,8a Glengala Rd,3,h,622500,S,Douglas,24/09/2016,13.5,3020,3,1,1,534,131,1970,Brimbank,-37.7887,144.8231,Western Metropolitan,6763
9987,Sunshine West,3/14 Smart St,2,u,350000,S,Bells,24/09/2016,13.5,3020,2,1,1,235,80,1990,Brimbank,-37.7847,144.8146,Western Metropolitan,6763
9988,Sunshine West,4 Apollo Pl,4,h,657000,S,hockingstuart,25/02/2017,13.5,3020,4,2,4,651,178,1975,Brimbank,-37.7914,144.7918,Western Metropolitan,6763
9990,Sunshine West,34 Joan St,3,h,682000,S,Barry,26/07/2016,13.5,3020,3,1,1,694,155,1960,Brimbank,-37.7894,144.8027,Western Metropolitan,6763
9992,Sunshine West,4 Day St,3,h,520000,S,Barry,27/06/2016,13.5,3020,3,1,2,691,170,1960,Brimbank,-37.7886,144.8138,Western Metropolitan,6763
9993,Sunshine West,14 Killeen St,3,h,470000,S,Homes,27/06/2016,13.5,3020,3,1,1,591,103,1971,Brimbank,-37.7987,144.8196,Western Metropolitan,6763
9995,Sunshine West,18 Norton St,3,h,586000,S,Barry,27/06/2016,13.5,3020,3,1,1,701,120,1960,Brimbank,-37.7843,144.8052,Western Metropolitan,6763
9996,Sunshine West,1/40 Warmington Rd,3,h,305000,SP,Jellis,27/06/2016,13.5,3020,3,1,2,367,114,1970,Brimbank,-37.8018,144.8246,Western Metropolitan,6763
9997,Sunshine West,22 Bambara Ct,4,h,705000,S,Douglas,27/11/2016,13.5,3020,4,2,4,759,198,1975,Brimbank,-37.7951,144.8213,Western Metropolitan,6763
9999,Sunshine West,111 Hall St,4,h,645000,VB,Barry,27/11/2016,13.5,3020,4,2,3,616,215,1970,Brimbank,-37.7904,144.7999,Western Metropolitan,6763
10002,Sunshine West,57 Warmington Rd,3,h,500000,SP,Barry,27/11/2016,13.5,3020,3,1,2,627,109,1970,Brimbank,-37.8023,144.8227,Western Metropolitan,6763
10003,Sunshine West,2/42 Bardsley St,3,t,510000,SP,Barry,28/05/2016,13.5,3020,3,2,1,333,141,2012,Brimbank,-37.7912,144.8215,Western Metropolitan,6763
10011,Sunshine West,25 The Avenue,3,h,750500,S,Jas,28/08/2016,13.5,3020,3,2,6,805,181,1995,Brimbank,-37.7966,144.7928,Western Metropolitan,6763
10012,Sunshine West,49 Warmington Rd,3,h,451000,S,Douglas,30/07/2016,13.5,3020,3,1,6,655,146,1978,Brimbank,-37.8022,144.8235,Western Metropolitan,6763
10013,Surrey Hills,36 Banool Rd,4,h,2440000,S,Marshall,3/9/16,11.2,3127,4,3,2,596,264,1930,Boroondara,-37.8154,145.0927,Southern Metropolitan,5457
10014,Surrey Hills,2/33 Chestnut St,3,t,1110000,S,Fletchers,3/9/16,11.2,3127,4,2,2,401,129,1970,Whitehorse,-37.8332,145.1105,Southern Metropolitan,5457
10015,Surrey Hills,112 Croydon Rd,4,h,2128000,S,Fletchers,3/9/16,11.2,3127,4,3,2,771,312,2000,Boroondara,-37.8239,145.0969,Southern Metropolitan,5457
10017,Surrey Hills,226 Union Rd,5,h,2200000,VB,RT,3/9/16,11.2,3127,5,3,2,735,235,1920,Boroondara,-37.8175,145.0987,Southern Metropolitan,5457
10029,Surrey Hills,480 Whitehorse Rd,3,h,1700000,VB,Fletchers,4/6/16,11.2,3127,3,1,1,763,180,1930,Boroondara,-37.8148,145.0965,Southern Metropolitan,5457
10030,Surrey Hills,18 Benson St,4,h,2500000,VB,Jellis,6/8/16,11.2,3127,4,2,2,783,256,1920,Boroondara,-37.8181,145.0913,Southern Metropolitan,5457
10034,Surrey Hills,22b Essex Rd,4,h,2200000,S,Jellis,7/5/16,11.2,3127,4,2,2,734,272,1920,Boroondara,-37.8286,145.092,Southern Metropolitan,5457
10041,Surrey Hills,4 Norris St,4,h,2860000,S,Marshall,7/11/16,11.2,3127,4,2,2,779,264,2014,Boroondara,-37.8185,145.0878,Southern Metropolitan,5457
10045,Surrey Hills,9 Elm St,4,h,1930000,PI,Ray,8/10/16,11.2,3127,4,2,2,867,218,1950,Whitehorse,-37.8346,145.1059,Southern Metropolitan,5457
10046,Surrey Hills,63 Shepherd St,4,h,1812500,S,Marshall,8/10/16,11.2,3127,4,2,2,715,230,1920,Whitehorse,-37.8325,145.1114,Southern Metropolitan,5457
10047,Surrey Hills,1/21 Wharton St,2,u,760000,S,Noel,8/10/16,11.2,3127,2,1,1,681,80,1968,Boroondara,-37.8159,145.091,Southern Metropolitan,5457
10049,Surrey Hills,255 Elgar Rd,4,h,1300000,VB,Fletchers,10/9/16,11.2,3127,4,2,2,809,198,1950,Whitehorse,-37.8337,145.1118,Southern Metropolitan,5457
10054,Surrey Hills,16 Banool Rd,3,h,1960000,S,Marshall,10/12/16,11.2,3127,3,2,2,585,173,1930,Boroondara,-37.8167,145.0924,Southern Metropolitan,5457
10057,Surrey Hills,20 Everton Gr,5,h,2630000,S,Marshall,10/12/16,11.2,3127,5,3,2,777,362,1925,Whitehorse,-37.8287,145.1054,Southern Metropolitan,5457
10059,Surrey Hills,15/20 Florence Rd,3,u,880000,S,Fletchers,11/2/17,11.2,3127,3,1,2,217,110,1970,Whitehorse,-37.8287,145.1014,Southern Metropolitan,5457
10062,Surrey Hills,39 Bentley St,3,h,1755000,S,Fletchers,12/11/16,11.2,3127,3,2,2,808,159,1970,Whitehorse,-37.832,145.11,Southern Metropolitan,5457
10063,Surrey Hills,95 Guildford Rd,4,h,1700000,S,Marshall,12/11/16,11.2,3127,4,1,1,579,143,1900,Boroondara,-37.8224,145.0959,Southern Metropolitan,5457
10066,Surrey Hills,5 Glendale St,5,h,1975000,VB,Marshall,13/08/2016,11.2,3127,5,2,2,641,286,2001,Whitehorse,-37.8354,145.1001,Southern Metropolitan,5457
10068,Surrey Hills,2/23 Broughton Rd,2,u,610000,PI,Marshall,15/10/2016,11.2,3127,2,1,1,102,78,1970,Whitehorse,-37.8288,145.1048,Southern Metropolitan,5457
10076,Surrey Hills,3 Olyve Ct,4,h,1850000,VB,Marshall,16/04/2016,11.2,3127,5,2,2,612,292,1970,Whitehorse,-37.8345,145.1009,Southern Metropolitan,5457
10078,Surrey Hills,212 Union Rd,4,h,2050000,VB,Jellis,16/04/2016,11.2,3127,3,2,2,949,293,1910,Boroondara,-37.8188,145.0984,Southern Metropolitan,5457
10079,Surrey Hills,7 Newton St,5,h,2100000,PI,Ray,16/07/2016,11.2,3127,5,2,2,1025,277,1915,Whitehorse,-37.8286,145.1094,Southern Metropolitan,5457
10080,Surrey Hills,6 Alandale St,3,h,1150000,S,Marshall,17/09/2016,11.2,3127,3,2,1,247,145,2005,Whitehorse,-37.836,145.1046,Southern Metropolitan,5457
10083,Surrey Hills,2/215 Mont Albert Rd,2,t,770500,S,Jellis,17/09/2016,11.2,3127,1,2,1,88,92,1997,Boroondara,-37.819,145.0888,Southern Metropolitan,5457
10086,Surrey Hills,7/92 Union Rd,2,u,600000,PI,Noel,17/09/2016,11.2,3127,2,1,1,101,105,1975,Boroondara,-37.8263,145.0962,Southern Metropolitan,5457
10102,Surrey Hills,1 Marne St,4,h,2125000,PI,Marshall,22/05/2016,11.2,3127,4,2,2,702,239,1927,Boroondara,-37.8345,145.095,Southern Metropolitan,5457
10103,Surrey Hills,4/5 Middlesex Rd,2,u,656000,S,Fletchers,22/05/2016,11.2,3127,1,1,1,951,76,1970,Boroondara,-37.8261,145.0902,Southern Metropolitan,5457
10106,Surrey Hills,29 Boisdale St,5,h,1518000,S,Fletchers,23/04/2016,11.2,3127,5,2,1,632,231,1950,Whitehorse,-37.8352,145.1023,Southern Metropolitan,5457
10107,Surrey Hills,14 Scheele St,3,h,1560000,S,hockingstuart,24/09/2016,11.2,3127,0,2,1,335,209,2013,Boroondara,-37.8165,145.0981,Southern Metropolitan,5457
10111,Surrey Hills,3/5 Florence Rd,3,t,865000,S,Noel,25/02/2017,11.2,3127,3,1,1,217,101,1970,Whitehorse,-37.8275,145.1032,Southern Metropolitan,5457
10113,Surrey Hills,20 Scottsdale St,4,h,2160000,PI,Jellis,25/02/2017,11.2,3127,4,3,4,1064,236,1969,Whitehorse,-37.8324,145.1018,Southern Metropolitan,5457
10118,Surrey Hills,17 Weybridge St,3,h,2300000,S,Fletchers,27/06/2016,11.2,3127,3,2,1,735,219,1920,Boroondara,-37.8182,145.096,Southern Metropolitan,5457
10123,Surrey Hills,2/23 Clyde St,2,u,600000,VB,Noel,27/11/2016,11.2,3127,2,1,2,124,80,1985,Boroondara,-37.8159,145.0902,Southern Metropolitan,5457
10125,Surrey Hills,17 Empress Rd,3,h,2180000,SP,Jellis,27/11/2016,11.2,3127,3,1,2,441,128,1910,Boroondara,-37.8204,145.0887,Southern Metropolitan,5457
10129,Surrey Hills,20 Anderson St,3,h,1251000,S,Woodards,28/05/2016,11.2,3127,4,2,1,536,211,1930,Boroondara,-37.8309,145.0946,Southern Metropolitan,5457
10131,Surrey Hills,5 Boronia St,6,h,1650000,PI,Noel,28/05/2016,11.2,3127,4,3,2,713,295,1928,Whitehorse,-37.8328,145.104,Southern Metropolitan,5457
10135,Surrey Hills,33 Ross St,4,h,1835000,SP,Jellis,28/05/2016,11.2,3127,4,2,2,619,185,1930,Boroondara,-37.8171,145.0934,Southern Metropolitan,5457
10136,Surrey Hills,3/4 Wells St,2,u,778500,S,Noel,28/05/2016,11.2,3127,2,1,1,170,78,1960,Boroondara,-37.8186,145.0892,Southern Metropolitan,5457
10143,Templestowe Lower,3 Waratah Dr,4,h,1201000,SP,Zahn,3/9/16,13.8,3107,4,2,2,657,221,1978,Manningham,-37.7624,145.1175,Eastern Metropolitan,5420
10144,Templestowe Lower,41 Dellfield Dr,4,h,1165000,S,Barry,3/12/16,13.8,3107,4,2,4,673,170,1972,Manningham,-37.7647,145.1246,Eastern Metropolitan,5420
10147,Templestowe Lower,120 Templestowe Rd,3,h,742500,S,Philip,3/12/16,13.8,3107,3,1,2,313,128,1980,Manningham,-37.7556,145.0946,Eastern Metropolitan,5420
10154,Templestowe Lower,65 Glenair St,3,h,1101000,S,Barry,4/6/16,13.8,3107,3,2,2,643,135,1965,Manningham,-37.7602,145.1166,Eastern Metropolitan,5420
10160,Templestowe Lower,8 Corroboree Pl,3,h,1200000,S,Jellis,6/8/16,13.8,3107,3,1,2,730,155,1960,Manningham,-37.76,145.1054,Eastern Metropolitan,5420
10161,Templestowe Lower,157 Swanston St,4,h,990000,PI,Barry,6/8/16,13.8,3107,4,2,2,652,189,1973,Manningham,-37.7573,145.0994,Eastern Metropolitan,5420
10162,Templestowe Lower,271 High St,4,h,1500000,SP,Jellis,7/5/16,13.8,3107,4,2,2,420,255,2013,Manningham,-37.767,145.119,Eastern Metropolitan,5420
10167,Templestowe Lower,315 Thompsons Rd,3,h,1290000,S,Barry,7/11/16,13.8,3107,3,1,2,900,125,1960,Manningham,-37.764,145.1097,Eastern Metropolitan,5420
10170,Templestowe Lower,360 Thompsons Rd,4,h,790000,PI,Mason,8/10/16,13.8,3107,4,2,5,671,180,1970,Manningham,-37.7631,145.1108,Eastern Metropolitan,5420
10171,Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,10/9/16,13.8,3107,5,3,2,700,220,1973,Manningham,-37.7658,145.124,Eastern Metropolitan,5420
10172,Templestowe Lower,65 Fyfe Dr,4,h,1421000,S,Barry,10/9/16,13.8,3107,4,2,2,650,260,1980,Manningham,-37.7694,145.1222,Eastern Metropolitan,5420
10174,Templestowe Lower,4 Finn Ct,3,h,1051000,S,Jellis,10/12/16,13.8,3107,3,2,1,962,142,1970,Manningham,-37.7644,145.112,Eastern Metropolitan,5420
10179,Templestowe Lower,45 Lynnwood Pde,5,h,1710000,S,Barry,11/3/17,13.8,3107,5,2,2,666,355,1980,Manningham,-37.7692,145.1253,Eastern Metropolitan,5420
10181,Templestowe Lower,16 Clauscen St,4,h,1280000,PI,Jellis,12/11/16,13.8,3107,4,2,2,681,158,1970,Manningham,-37.7646,145.1167,Eastern Metropolitan,5420
10182,Templestowe Lower,39 Hazel Dr,5,h,750000,PI,hockingstuart,12/11/16,13.8,3107,5,3,4,800,335,2006,Manningham,-37.7696,145.1078,Eastern Metropolitan,5420
10185,Templestowe Lower,253 Thompsons Rd,4,h,1000000,VB,hockingstuart,13/08/2016,13.8,3107,4,3,2,728,164,1970,Manningham,-37.768,145.1027,Eastern Metropolitan,5420
10186,Templestowe Lower,2/47 Parker St,2,t,678000,S,Barry,15/10/2016,13.8,3107,2,1,1,340,90,1980,Manningham,-37.7564,145.1195,Eastern Metropolitan,5420
10189,Templestowe Lower,13 Tasker St,3,h,1010000,S,Barry,16/04/2016,13.8,3107,3,2,2,751,175,1968,Manningham,-37.77,145.1025,Eastern Metropolitan,5420
10195,Templestowe Lower,34 Parker St,3,h,1210000,PI,Barry,18/03/2017,13.8,3107,3,1,1,794,134,1960,Manningham,-37.7569,145.1179,Eastern Metropolitan,5420
10198,Templestowe Lower,133 MacEdon Rd,4,h,945000,PI,Jellis,18/06/2016,13.8,3107,4,2,2,675,181,1985,Manningham,-37.764,145.1145,Eastern Metropolitan,5420
10199,Templestowe Lower,2/27 Ruffey St,3,u,725000,S,Barry,18/06/2016,13.8,3107,3,1,1,465,105,1975,Manningham,-37.7549,145.1185,Eastern Metropolitan,5420
10201,Templestowe Lower,3 Buller Tce,3,h,1211000,S,Philip,19/11/2016,13.8,3107,3,2,2,875,123,1970,Manningham,-37.767,145.1097,Eastern Metropolitan,5420
10203,Templestowe Lower,135 MacEdon Rd,4,h,1100000,PI,Barry,19/11/2016,13.8,3107,4,2,4,654,199,1970,Manningham,-37.7639,145.1145,Eastern Metropolitan,5420
10212,Templestowe Lower,15 Killarney Rd,3,h,1002000,S,Barry,24/09/2016,13.8,3107,3,1,2,799,174,1960,Manningham,-37.7698,145.1028,Eastern Metropolitan,5420
10218,Templestowe Lower,20 Astley St,4,h,1209000,S,Barry,26/07/2016,13.8,3107,4,2,2,770,160,1965,Manningham,-37.7617,145.1065,Eastern Metropolitan,5420
10219,Templestowe Lower,62 Hodgson St,5,h,2080000,S,Barry,26/07/2016,13.8,3107,5,4,2,646,360,2016,Manningham,-37.7625,145.1043,Eastern Metropolitan,5420
10222,Templestowe Lower,5 MacRobertson St,4,h,1118000,S,Philip,27/06/2016,13.8,3107,4,2,2,705,195,1970,Manningham,-37.7595,145.1176,Eastern Metropolitan,5420
10225,Templestowe Lower,208 Templestowe Rd,4,h,903000,S,Barry,27/06/2016,13.8,3107,4,1,2,618,22,1960,Manningham,-37.7564,145.1043,Eastern Metropolitan,5420
10226,Templestowe Lower,4 Caroline Dr,3,h,1220000,SP,Jellis,27/11/2016,13.8,3107,3,1,2,720,133,1960,Manningham,-37.7668,145.1086,Eastern Metropolitan,5420
10232,Templestowe Lower,26 Horsfall St,4,h,1650000,PI,Jellis,27/11/2016,13.8,3107,4,2,2,673,280,2005,Manningham,-37.7647,145.1186,Eastern Metropolitan,5420
10233,Templestowe Lower,78 Olympus Dr,4,h,1182500,S,Barry,27/11/2016,13.8,3107,4,2,2,650,150,1975,Manningham,-37.7764,145.1216,Eastern Metropolitan,5420
10234,Templestowe Lower,132 Templestowe Rd,4,h,1020000,S,Barry,27/11/2016,13.8,3107,4,2,2,652,145,1965,Manningham,-37.7557,145.0957,Eastern Metropolitan,5420
10238,Templestowe Lower,23 Hotham St,3,h,650000,VB,RT,28/05/2016,13.8,3107,3,1,2,327,120,1975,Manningham,-37.7709,145.1104,Eastern Metropolitan,5420
10241,Templestowe Lower,16 Rosa St,3,h,1509000,S,Barry,28/05/2016,13.8,3107,3,2,2,812,158,1960,Manningham,-37.7714,145.1141,Eastern Metropolitan,5420
10256,Thornbury,3/125 Fyffe St,2,t,805000,S,Nelson,4/2/16,6.5,3071,2,1,2,164,95,2009,Darebin,-37.7536,144.9825,Northern Metropolitan,8870
10260,Thornbury,184 Raleigh St,4,h,1428888,SP,Miles,4/3/17,6.5,3071,4,2,1,470,153,1930,Darebin,-37.7601,145.0122,Northern Metropolitan,8870
10262,Thornbury,40 Wales St,2,h,940000,S,Nelson,7/5/16,6.5,3071,2,1,1,372,110,1950,Darebin,-37.7631,145.0091,Northern Metropolitan,8870
10279,Thornbury,1/13 Mansfield St,2,u,525500,S,Nelson,11/2/17,6.5,3071,2,1,1,724,72,1975,Darebin,-37.7564,145.0026,Northern Metropolitan,8870
10281,Thornbury,4 Kelvin Gr,2,h,944000,SP,Barry,12/6/16,6.5,3071,2,1,1,185,78,1900,Darebin,-37.763,145.0025,Northern Metropolitan,8870
10283,Thornbury,51 Alston St,3,h,887000,S,Love,12/11/16,6.5,3071,3,2,2,540,129,1935,Darebin,-37.7554,145.0211,Northern Metropolitan,8870
10286,Thornbury,220a Mansfield St,3,h,701000,S,Stockdale,13/08/2016,6.5,3071,3,3,2,273,71,1958,Darebin,-37.7583,145.0174,Northern Metropolitan,8870
10288,Thornbury,46 Harold St,2,h,1110000,SP,Barry,14/05/2016,6.5,3071,2,1,0,288,105,1925,Darebin,-37.7564,144.9971,Northern Metropolitan,8870
10292,Thornbury,1/219 Raleigh St,1,u,332000,SP,Harcourts,14/05/2016,6.5,3071,1,1,1,612,48,1975,Darebin,-37.7603,145.0165,Northern Metropolitan,8870
10294,Thornbury,126 Keon St,3,h,1265000,S,Jellis,15/10/2016,6.5,3071,3,2,2,397,97,1920,Darebin,-37.7515,144.9857,Northern Metropolitan,8870
10295,Thornbury,111 Smith St,2,h,1085000,S,Nelson,15/10/2016,6.5,3071,2,1,2,303,102,1930,Darebin,-37.7569,144.9914,Northern Metropolitan,8870
10296,Thornbury,10 Ethel St,3,h,898000,S,hockingstuart,16/04/2016,6.5,3071,3,2,2,210,108,2010,Darebin,-37.7551,144.9993,Northern Metropolitan,8870
10297,Thornbury,22 Gooch St,3,h,1235000,S,Jellis,16/04/2016,6.5,3071,3,3,1,288,133,1920,Darebin,-37.7583,145.0025,Northern Metropolitan,8870
10298,Thornbury,52a Leinster Gr,3,t,910500,SP,hockingstuart,16/04/2016,6.5,3071,3,2,2,157,144,2010,Darebin,-37.759,144.988,Northern Metropolitan,8870
10299,Thornbury,37 Lewis St,3,h,995000,S,Jellis,16/04/2016,6.5,3071,2,1,1,327,96,1920,Darebin,-37.7574,144.9854,Northern Metropolitan,8870
10302,Thornbury,11 Clarendon St,3,h,1400000,SP,Jellis,17/09/2016,6.5,3071,2,2,1,417,159,1920,Darebin,-37.7595,145.0017,Northern Metropolitan,8870
10305,Thornbury,50 Leinster Gr,3,h,1110000,S,Nelson,17/09/2016,6.5,3071,3,1,1,562,156,1950,Darebin,-37.7602,144.9878,Northern Metropolitan,8870
10306,Thornbury,146 Rossmoyne St,3,h,1200000,VB,Nelson,17/09/2016,6.5,3071,3,2,1,345,345,1905,Darebin,-37.7582,145.0094,Northern Metropolitan,8870
10321,Thornbury,314A Gillies St,2,h,874000,S,Love,19/11/2016,6.5,3071,2,1,2,333,2,1985,Darebin,-37.7642,145.0192,Northern Metropolitan,8870
10322,Thornbury,152 Gooch St,3,h,1427000,S,Nelson,19/11/2016,6.5,3071,3,1,1,275,127,1920,Darebin,-37.7592,145.0105,Northern Metropolitan,8870
10330,Thornbury,144 Clarendon St,3,h,1290000,SP,Barry,22/05/2016,6.5,3071,3,1,2,435,138,1920,Darebin,-37.7607,145.0105,Northern Metropolitan,8870
10333,Thornbury,2/104 Keon St,2,u,450000,PI,Nelson,22/08/2016,6.5,3071,2,1,1,335,59,1960,Darebin,-37.7516,144.9871,Northern Metropolitan,8870
10340,Thornbury,50b Clyde St,3,h,1250000,VB,Nelson,24/09/2016,6.5,3071,3,2,3,297,234,2013,Darebin,-37.7617,145.0117,Northern Metropolitan,8870
10341,Thornbury,56a Leinster Gr,3,t,1070000,S,Jellis,24/09/2016,6.5,3071,3,2,2,158,140,2007,Darebin,-37.7588,144.9881,Northern Metropolitan,8870
10343,Thornbury,109 Rossmoyne St,3,h,1570000,SP,McGrath,24/09/2016,6.5,3071,4,2,1,377,377,1920,Darebin,-37.7578,145.0076,Northern Metropolitan,8870
10346,Thornbury,29 Collins St,2,h,1211000,S,hockingstuart,25/02/2017,6.5,3071,2,1,0,302,97,1915,Darebin,-37.7549,145.0035,Northern Metropolitan,8870
10348,Thornbury,45A Harold St,3,h,1280000,S,Jellis,25/02/2017,6.5,3071,3,1,1,253,130,1910,Darebin,-37.7566,144.9965,Northern Metropolitan,8870
10349,Thornbury,42 Mansfield St,4,h,1478000,SP,Jellis,25/02/2017,6.5,3071,4,2,0,387,152,1900,Darebin,-37.7569,145.0041,Northern Metropolitan,8870
10353,Thornbury,39 Smith St,3,h,1913000,S,McGrath,25/02/2017,6.5,3071,3,2,2,611,212,1930,Darebin,-37.7575,144.9968,Northern Metropolitan,8870
10357,Thornbury,337 Rossmoyne St,4,h,928500,S,Barry,26/07/2016,6.5,3071,4,2,2,538,150,1960,Darebin,-37.7595,145.0241,Northern Metropolitan,8870
10359,Thornbury,5/82 Gooch St,2,u,432500,S,Barry,27/06/2016,6.5,3071,2,1,1,748,56,1965,Darebin,-37.7587,145.0064,Northern Metropolitan,8870
10364,Thornbury,129 Clarendon St,3,h,1370000,S,Jellis,27/11/2016,6.5,3071,3,2,3,417,153,1930,Darebin,-37.7602,145.0084,Northern Metropolitan,8870
10368,Thornbury,386 Station St,3,h,1160000,SP,McGrath,27/11/2016,6.5,3071,3,2,2,644,149,2001,Darebin,-37.7604,145.021,Northern Metropolitan,8870
10377,Thornbury,126 Smith St,3,h,1380000,SP,Jellis,28/08/2016,6.5,3071,3,2,1,359,128,1920,Darebin,-37.7565,144.9906,Northern Metropolitan,8870
10383,Toorak,1/3 Glover Ct,3,h,1435000,S,RT,3/12/16,4.6,3142,3,1,0,889,135,1943,Stonnington,-37.8328,145.0065,Southern Metropolitan,7217
10384,Toorak,10 Myoora Rd,4,h,5500000,VB,Marshall,3/12/16,4.6,3142,4,3,2,691,374,2000,Stonnington,-37.8431,145.021,Southern Metropolitan,7217
10393,Toorak,684 Orrong Rd,4,h,5500000,S,Marshall,4/3/17,4.6,3142,4,4,5,877,332,1923,Stonnington,-37.8447,145.0134,Southern Metropolitan,7217
10395,Toorak,16 Tashinny Rd,3,h,1689000,S,Kay,4/3/17,4.6,3142,3,1,0,222,118,1920,Stonnington,-37.8448,145.0055,Southern Metropolitan,7217
10429,Toorak,4 Matthews Ct,3,h,2820000,PI,Kay,10/12/16,4.6,3142,3,2,2,600,205,1967,Stonnington,-37.8332,145.0117,Southern Metropolitan,7217
10435,Toorak,296A Williams Rd,3,h,2840000,PI,Marshall,11/3/17,4.6,3142,3,2,4,1317,228,2000,Stonnington,-37.838,145.0054,Southern Metropolitan,7217
10436,Toorak,11 Church St,3,t,2700000,VB,Kay,12/6/16,4.6,3142,3,2,2,294,220,2010,Stonnington,-37.8503,145.0292,Southern Metropolitan,7217
10451,Toorak,17 Albany Rd,3,h,6250000,S,Kay,15/10/2016,4.6,3142,3,3,2,564,342,2000,Stonnington,-37.8486,145.0244,Southern Metropolitan,7217
10452,Toorak,23 Canberra Rd,4,h,4500000,PI,RT,15/10/2016,4.6,3142,4,3,2,732,367,1980,Stonnington,-37.8349,145.01,Southern Metropolitan,7217
10455,Toorak,4/83 Grange Rd,3,t,1550000,VB,Kay,15/10/2016,4.6,3142,3,2,2,117,214,2000,Stonnington,-37.8343,145.0112,Southern Metropolitan,7217
10465,Toorak,11/38 Grange Rd,3,u,950000,S,hockingstuart,18/03/2017,4.6,3142,3,1,1,57,107,1960,Stonnington,-37.8371,145.012,Southern Metropolitan,7217
10475,Toorak,28 Warra St,4,h,2620000,S,Jellis,18/06/2016,4.6,3142,4,2,2,516,286,1925,Stonnington,-37.8398,145.0305,Southern Metropolitan,7217
10477,Toorak,13 Bruce St,3,h,1900000,VB,Castran,19/11/2016,4.6,3142,3,2,1,268,139,1900,Stonnington,-37.8369,145.0072,Southern Metropolitan,7217
10480,Toorak,4 Nola Ct,4,h,4000000,S,Rodney,19/11/2016,4.6,3142,4,2,2,684,331,1963,Stonnington,-37.8485,145.0169,Southern Metropolitan,7217
10489,Toorak,6 Leighton Ct,3,h,4200000,S,Melbourne,23/04/2016,4.6,3142,4,4,2,565,331,2005,Stonnington,-37.8448,145.0123,Southern Metropolitan,7217
10511,Toorak,28 Bruce St,3,h,2250000,SP,Castran,28/05/2016,4.6,3142,3,3,2,575,205,1930,Stonnington,-37.8375,145.0092,Southern Metropolitan,7217
10516,Toorak,16 Cole Ct,3,h,3270000,S,Marshall,28/08/2016,4.6,3142,3,2,1,363,215,1935,Stonnington,-37.8445,145.0182,Southern Metropolitan,7217
10524,Viewbank,4 The Glade,3,h,960000,S,Miles,3/9/16,13.8,3084,4,2,2,656,183,1990,Banyule,-37.7322,145.0995,Eastern Metropolitan,2698
10526,Viewbank,42 Graham Rd,4,h,1010000,S,Miles,3/12/16,13.8,3084,4,3,2,669,163,1960,Banyule,-37.7419,145.083,Eastern Metropolitan,2698
10528,Viewbank,81 Martins La,3,h,880000,SP,Buckingham,3/12/16,13.8,3084,3,2,4,704,167,1970,Banyule,-37.7327,145.0913,Eastern Metropolitan,2698
10531,Viewbank,37 Eamon Dr,3,h,770000,S,Barry,4/6/16,13.8,3084,3,2,2,577,135,1970,Banyule,-37.7376,145.0895,Eastern Metropolitan,2698
10532,Viewbank,14 Rosemary Ct,4,h,730000,PI,Miles,4/6/16,13.8,3084,4,1,1,865,172,1960,Banyule,-37.7297,145.0946,Eastern Metropolitan,2698
10538,Viewbank,20 Robern Pde,4,h,1005000,S,Darren,7/11/16,13.8,3084,4,2,1,696,183,1950,Banyule,-37.7395,145.0875,Eastern Metropolitan,2698
10540,Viewbank,16/86 Graham Rd,2,u,555000,SP,Miles,10/12/16,13.8,3084,2,1,2,197,90,1980,Banyule,-37.7393,145.0806,Eastern Metropolitan,2698
10542,Viewbank,10/86 Graham Rd,2,u,546000,S,Miles,12/11/16,13.8,3084,2,1,1,177,100,1975,Banyule,-37.7388,145.081,Eastern Metropolitan,2698
10544,Viewbank,17 Lena St,3,h,765000,S,Ray,14/05/2016,13.8,3084,3,1,2,608,138,1975,Banyule,-37.7396,145.0885,Eastern Metropolitan,2698
10545,Viewbank,19 Lena St,3,h,920000,S,Miles,14/05/2016,13.8,3084,3,2,2,834,143,1975,Banyule,-37.7396,145.0884,Eastern Metropolitan,2698
10553,Viewbank,24 Northwood Dr,5,h,1025000,S,Nelson,17/09/2016,13.8,3084,5,3,2,531,233,1978,Banyule,-37.7378,145.0955,Eastern Metropolitan,2698
10555,Viewbank,44 Martins La,4,h,895000,S,Miles,18/06/2016,13.8,3084,4,2,2,700,18,1980,Banyule,-37.7326,145.0881,Eastern Metropolitan,2698
10557,Viewbank,40 Castleton Rd,3,h,820000,S,Morrison,22/05/2016,13.8,3084,3,2,2,628,177,1960,Banyule,-37.7314,145.0941,Eastern Metropolitan,2698
